sample,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,|W_i|,W_i . W_ref,GyroXnew,GyroYnew,GyroZnew,Vx,Vy,Vz,ux,uy,uz,ux-angle,uy-angle,uz-angle
1837,0.513427734,-0.458740234,0.739990234,14.32343511,14.32274809,0.153129771,20.25648921,208.8237596,14.32343511,14.32274809,0.153129771,,,,,,,,,
1375,-0.538818359,0.583740234,0.5546875,-13.98954198,-14.64671756,-0.358320611,20.25739405,-208.9134905,13.98954198,14.64671756,0.358320611,,,,,,,,,
1328,-0.643310547,0.706542969,-0.299316406,-13.99717557,-14.63145038,-0.701832061,20.26062271,-208.9192891,13.99717557,14.63145038,0.701832061,,,,,,,,,
1297,-0.421386719,0.476806641,-0.803466797,-13.79870229,-14.82229008,-0.678931298,20.26241387,-208.9319458,13.79870229,14.82229008,0.678931298,,,,,,,,,
1598,-0.609863281,0.656982422,0.393798828,14.23183206,14.42198473,-0.365954198,20.26505884,208.8157251,14.23183206,14.42198473,-0.365954198,,,,,,,,,
1351,-0.649658203,0.718017578,0.136962891,-13.95900763,-14.6848855,-0.656030534,20.2714117,-209.0389063,13.95900763,14.6848855,0.656030534,,,,,,,,,
1697,-0.053955078,0.122558594,-1.047851563,14.25473282,14.41435115,-0.205648855,20.27346093,208.9519695,14.25473282,14.41435115,-0.205648855,,,,,,,,,
1640,-0.628173828,0.674804688,-0.384033203,14.46847328,14.20824427,-0.274351145,20.28019214,208.9160893,14.46847328,14.20824427,-0.274351145,,,,,,,,,
1650,-0.567626953,0.623779297,-0.544189453,14.34633588,14.32274809,-0.617862595,20.28152411,208.8389132,14.34633588,14.32274809,-0.617862595,,,,,,,,,
1259,0.044921875,0.01171875,-1.044189453,-14.03534351,-14.63145038,-0.633129771,20.28474947,-209.1772176,14.03534351,14.63145038,0.633129771,,,,,,,,,
1284,-0.269287109,0.343261719,-0.924804688,-13.81396947,-14.84519084,-0.60259542,20.2871527,-209.1969641,13.81396947,14.84519084,0.60259542,,,,,,,,,
1751,0.608886719,-0.522460938,-0.706298828,14.33870229,14.35328244,0.130229008,20.28871755,209.1560643,14.33870229,14.35328244,0.130229008,,,,,,,,,
1140,0.621337891,-0.565673828,0.503417969,-14.26435115,-14.41007634,-0.717099237,20.28882069,-209.164843,14.26435115,14.41007634,0.717099237,,,,,,,,,
1773,0.729248047,-0.652832031,-0.342529297,14.33870229,14.36091603,0.015725191,20.2937069,209.1912242,14.33870229,14.36091603,0.015725191,,,,,,,,,
1825,0.6171875,-0.5625,0.556396484,14.32343511,14.37618321,0.000458015,20.29372901,209.1940038,14.32343511,14.37618321,0.000458015,,,,,,,,,
1742,0.506835938,-0.430419922,-0.801269531,14.34633588,14.35328244,-0.091145038,20.29390001,209.1679301,14.34633588,14.35328244,-0.091145038,,,,,,,,,
1656,-0.519287109,0.573486328,-0.667480469,14.39977099,14.29984733,-0.274351145,20.29567212,209.1129327,14.39977099,14.29984733,-0.274351145,,,,,,,,,
1769,0.704345703,-0.620849609,-0.430664063,14.30053435,14.39908397,0.46610687,20.29916642,209.2916315,14.30053435,14.39908397,0.46610687,,,,,,,,,
1313,-0.559814453,0.623779297,-0.564941406,-14.02007634,-14.66961832,-0.579694656,20.30015488,-209.3438885,14.02007634,14.66961832,0.579694656,,,,,,,,,
1859,0.250732422,-0.194580078,0.911376953,14.15549618,14.5670229,0.168396947,20.31267058,209.4600244,14.15549618,14.5670229,0.168396947,,,,,,,,,
1310,-0.531982422,0.600830078,-0.600830078,-14.1040458,-14.60854962,-0.60259542,20.31494404,-209.4881115,14.1040458,14.60854962,0.60259542,,,,,,,,,
1696,-0.065185547,0.139404297,-1.022460938,14.41503817,14.30748092,-0.457557252,20.31518383,209.2433785,14.41503817,14.30748092,-0.457557252,,,,,,,,,
1820,0.659667969,-0.583007813,0.495361328,14.23946565,14.49068702,0.252366412,20.31762981,209.5018011,14.23946565,14.49068702,0.252366412,,,,,,,,,
1369,-0.575927734,0.628173828,0.469238281,-14.08877863,-14.63145038,-0.488091603,20.31775718,-209.5289716,14.08877863,14.63145038,0.488091603,,,,,,,,,
1757,0.640136719,-0.568359375,-0.571289063,14.14022901,14.59755725,0.084427481,20.32343185,209.5637899,14.14022901,14.59755725,0.084427481,,,,,,,,,
1834,0.536865234,-0.493896484,0.701171875,14.27763359,14.46778626,0.137862595,20.32699354,209.579775,14.27763359,14.46778626,0.137862595,,,,,,,,,
1383,-0.474853516,0.522705078,0.669433594,-14.24145038,-14.50167939,-0.281984733,20.32725091,-209.6037353,14.24145038,14.50167939,0.281984733,,,,,,,,,
1278,-0.206542969,0.270019531,-0.985107422,-13.9819084,-14.7459542,-0.526259542,20.32766285,-209.6332382,13.9819084,14.7459542,0.526259542,,,,,,,,,
1747,0.559570313,-0.481933594,-0.744628906,14.2089313,14.55175573,-0.190381679,20.33921258,209.6567618,14.2089313,14.55175573,-0.190381679,,,,,,,,,
1275,-0.169189453,0.230712891,-0.989013672,-13.9819084,-14.7459542,-0.892671756,20.34044716,-209.703332,13.9819084,14.7459542,0.892671756,,,,,,,,,
1854,0.313476563,-0.259033203,0.913085938,14.13259542,14.6280916,0.351603053,20.34293346,209.7889429,14.13259542,14.6280916,0.351603053,,,,,,,,,
1170,0.745605469,-0.667480469,-0.00390625,-14.34832061,-14.40244275,-0.755267176,20.34392022,-209.7114365,14.34832061,14.40244275,0.755267176,,,,,,,,,
1675,-0.326171875,0.384521484,-0.891845703,14.27,14.49832061,-0.259083969,20.344565,209.6778829,14.27,14.49832061,-0.259083969,,,,,,,,,
1321,-0.602294922,0.666503906,-0.412597656,-14.05824427,-14.69251908,-0.709465649,20.34717894,-209.8109773,14.05824427,14.69251908,0.709465649,,,,,,,,,
1599,-0.599121094,0.661865234,0.369384766,14.29290076,14.48305344,0.046259542,20.34816918,209.7848085,14.29290076,14.48305344,0.046259542,,,,,,,,,
1370,-0.560791016,0.611572266,0.480712891,-14.20328244,-14.57038168,-0.312519084,20.35010866,-209.8520839,14.20328244,14.57038168,0.312519084,,,,,,,,,
1573,-0.392822266,0.440917969,0.852783203,14.30816794,14.47541985,-0.335419847,20.35617734,209.7631583,14.30816794,14.47541985,-0.335419847,,,,,,,,,
1639,-0.632080078,0.693603516,-0.367431641,14.30053435,14.48305344,-0.358320611,20.35663315,209.7616275,14.30053435,14.48305344,-0.358320611,,,,,,,,,
1601,-0.612548828,0.671630859,0.348876953,14.5219084,14.26931298,-0.167480916,20.35994023,209.772547,14.5219084,14.26931298,-0.167480916,,,,,,,,,
1853,0.326904297,-0.291748047,0.878173828,14.22419847,14.5670229,0.137862595,20.36037781,209.9421111,14.22419847,14.5670229,0.137862595,,,,,,,,,
1581,-0.475585938,0.535644531,0.648681641,14.62877863,14.16244275,-0.060610687,20.36122841,209.7530901,14.62877863,14.16244275,-0.060610687,,,,,,,,,
1108,0.323242188,-0.253417969,0.917236328,-14.27198473,-14.48641221,-1.068244275,20.36386095,-209.8568732,14.27198473,14.48641221,1.068244275,,,,,,,,,
1849,0.373046875,-0.334960938,0.868896484,14.2089313,14.58229008,0.473740458,20.36569033,210.0120639,14.2089313,14.58229008,0.473740458,,,,,,,,,
1575,-0.403564453,0.46875,0.702148438,14.38450382,14.42961832,-0.15221374,20.3752547,209.9979616,14.38450382,14.42961832,-0.15221374,,,,,,,,,
1770,0.715820313,-0.634033203,-0.384033203,14.30816794,14.49832061,0.557709924,20.37734062,210.1052048,14.30816794,14.49832061,0.557709924,,,,,,,,,
1325,-0.624511719,0.681884766,-0.356445313,-14.15748092,-14.65435115,-0.53389313,20.38306442,-210.196854,14.15748092,14.65435115,0.53389313,,,,,,,,,
1320,-0.604736328,0.65234375,-0.433105469,-13.96664122,-14.84519084,-0.510992366,20.3889154,-210.2637248,13.96664122,14.84519084,0.510992366,,,,,,,,,
1090,0.078613281,0.033691406,0.912841797,-14.19564885,-14.62381679,-0.625496183,20.39028468,-210.2571914,14.19564885,14.62381679,0.625496183,,,,,,,,,
1123,0.474609375,-0.428955078,0.735839844,-14.23381679,-14.59328244,-0.488091603,20.39126446,-210.2737201,14.23381679,14.59328244,0.488091603,,,,,,,,,
1623,-0.666259766,0.740234375,-0.065429688,14.39977099,14.4448855,-0.121679389,20.3966401,210.2263597,14.39977099,14.4448855,-0.121679389,,,,,,,,,
1336,-0.656494141,0.715820313,-0.154052734,-14.24908397,-14.58564885,-0.556793893,20.39822458,-210.3382269,14.24908397,14.58564885,0.556793893,,,,,,,,,
1654,-0.531738281,0.583496094,-0.650146484,14.56007634,14.28458015,-0.388854962,20.40088874,210.1153982,14.56007634,14.28458015,-0.388854962,,,,,,,,,
1668,-0.386230469,0.455322266,-0.771972656,14.3921374,14.46015267,-0.304885496,20.40398465,210.2512271,14.3921374,14.46015267,-0.304885496,,,,,,,,,
1831,0.55859375,-0.531494141,0.646484375,14.23946565,14.62045802,0.137862595,20.40929153,210.4499894,14.23946565,14.62045802,0.137862595,,,,,,,,,
1392,-0.373046875,0.423339844,0.793701172,-14.30251908,-14.5551145,-0.457557252,20.41133923,-210.4704855,14.30251908,14.5551145,0.457557252,,,,,,,,,
1618,-0.666259766,0.707763672,0.043945313,14.59824427,14.26931298,-0.060610687,20.41386055,210.3351331,14.59824427,14.26931298,-0.060610687,,,,,,,,,
1604,-0.630615234,0.693359375,0.303222656,14.45320611,14.42198473,0.05389313,20.41792631,210.468253,14.45320611,14.42198473,0.05389313,,,,,,,,,
1677,-0.297363281,0.364013672,-0.936767578,14.42267176,14.45251908,-0.136946565,20.41831342,210.443146,14.42267176,14.45251908,-0.136946565,,,,,,,,,
1374,-0.526855469,0.584472656,0.549804688,-14.03534351,-14.82229008,-0.472824427,20.4184895,-210.5731584,14.03534351,14.82229008,0.472824427,,,,,,,,,
1636,-0.629150391,0.698730469,-0.302734375,14.33870229,14.52885496,-0.488091603,20.41872286,210.3502592,14.33870229,14.52885496,-0.488091603,,,,,,,,,
1202,0.661376953,-0.587646484,-0.563964844,-14.07351145,-14.79175573,-0.304885496,20.4194201,-210.583846,14.07351145,14.79175573,0.304885496,,,,,,,,,
1880,-0.0078125,0.055664063,0.994628906,14.33870229,14.53648855,0.359236641,20.42148216,210.5694155,14.33870229,14.53648855,0.359236641,,,,,,,,,
1710,0.125976563,-0.045898438,-1.053466797,14.32343511,14.55175573,-0.39648855,20.4223307,210.4305471,14.32343511,14.55175573,-0.39648855,,,,,,,,,
1716,0.200927734,-0.134521484,-1.043945313,14.32343511,14.57465649,-0.075877863,20.43494954,210.663072,14.32343511,14.57465649,-0.075877863,,,,,,,,,
1622,-0.672851563,0.716552734,-0.045166016,14.35396947,14.54412214,-0.190381679,20.43536575,210.6297674,14.35396947,14.54412214,-0.190381679,,,,,,,,,
1658,-0.494628906,0.564453125,-0.694091797,14.46847328,14.42961832,-0.266717557,20.43579561,210.5724135,14.46847328,14.42961832,-0.266717557,,,,,,,,,
1358,-0.620849609,0.678222656,0.285888672,-14.15748092,-14.73068702,-0.510992366,20.43742937,-210.7631158,14.15748092,14.73068702,0.510992366,,,,,,,,,
1318,-0.592773438,0.652832031,-0.4609375,-14.33305344,-14.56274809,-0.472824427,20.43853262,-210.7473271,14.33305344,14.56274809,0.472824427,,,,,,,,,
1624,-0.658691406,0.740722656,-0.069580078,14.3921374,14.51358779,-0.198015267,20.44057386,210.6711211,14.3921374,14.51358779,-0.198015267,,,,,,,,,
1201,0.669921875,-0.60546875,-0.531738281,-14.31778626,-14.57038168,-0.724732824,20.44065222,-210.7441525,14.31778626,14.57038168,0.724732824,,,,,,,,,
1632,-0.632568359,0.701660156,-0.224121094,14.59824427,14.30748092,-0.320152672,20.44297541,210.5708047,14.59824427,14.30748092,-0.320152672,,,,,,,,,
1637,-0.613037109,0.685791016,-0.326660156,14.59824427,14.3151145,-0.114045802,20.44613033,210.6672967,14.59824427,14.3151145,-0.114045802,,,,,,,,,
1789,0.761962891,-0.684814453,-0.039794922,14.33870229,14.57465649,0.176030534,20.44627061,210.8196899,14.33870229,14.57465649,0.176030534,,,,,,,,,
1387,-0.447265625,0.473388672,0.728271484,-14.25671756,-14.65435115,-0.350687023,20.44815357,-210.8665918,14.25671756,14.65435115,0.350687023,,,,,,,,,
1666,-0.42578125,0.485107422,-0.840087891,14.36160305,14.55938931,-0.228549618,20.4519851,210.7908087,14.36160305,14.55938931,-0.228549618,,,,,,,,,
1864,0.197509766,-0.149658203,0.965087891,14.18603053,14.72732824,0.389770992,20.45212901,210.9175793,14.18603053,14.72732824,0.389770992,,,,,,,,,
1795,0.751953125,-0.708740234,0.074707031,14.54480916,14.38381679,0.420305344,20.46026187,210.9035959,14.54480916,14.38381679,0.420305344,,,,,,,,,
1293,-0.376953125,0.447753906,-0.844726563,-14.12694656,-14.79175573,-0.556793893,20.46159026,-211.0115349,14.12694656,14.79175573,0.556793893,,,,,,,,,
1657,-0.500732422,0.572509766,-0.674560547,14.48374046,14.46015267,-0.205648855,20.46746307,210.9207814,14.48374046,14.46015267,-0.205648855,,,,,,,,,
1690,-0.144042969,0.208007813,-1.019775391,14.54480916,14.39908397,-0.198015267,20.46764038,210.8994411,14.54480916,14.39908397,-0.198015267,,,,,,,,,
1674,-0.332763672,0.405029297,-0.891845703,14.62877863,14.32274809,-0.266717557,20.47470184,210.9120121,14.62877863,14.32274809,-0.266717557,,,,,,,,,
1660,-0.473876953,0.532714844,-0.720947266,14.35396947,14.60519084,-0.373587786,20.4813966,211.0512347,14.35396947,14.60519084,-0.373587786,,,,,,,,,
1619,-0.670410156,0.721435547,-0.005126953,14.36160305,14.60519084,-0.427022901,20.48779125,211.0952269,14.36160305,14.60519084,-0.427022901,,,,,,,,,
1753,0.588378906,-0.536132813,-0.681396484,14.42267176,14.55175573,-0.136946565,20.48867516,211.1849816,14.42267176,14.55175573,-0.136946565,,,,,,,,,
1631,-0.646484375,0.703857422,-0.200195313,14.42267176,14.55175573,-0.236183206,20.48957876,211.1659978,14.42267176,14.55175573,-0.236183206,,,,,,,,,
1314,-0.546386719,0.619628906,-0.534179688,-14.12694656,-14.82992366,-0.579694656,20.48983409,-211.3012372,14.12694656,14.82992366,0.579694656,,,,,,,,,
1270,-0.105957031,0.173583984,-1.029785156,-14.17274809,-14.78412214,-0.67129771,20.49116142,-211.3016602,14.17274809,14.78412214,0.67129771,,,,,,,,,
1269,-0.080810547,0.153076172,-1.01953125,-14.13458015,-14.82229008,-0.686564885,20.49287707,-211.3188311,14.13458015,14.82229008,0.686564885,,,,,,,,,
1363,-0.608886719,0.657958984,0.365234375,-14.17274809,-14.79175573,-0.732366412,20.49876061,-211.3704068,14.17274809,14.79175573,0.732366412,,,,,,,,,
1617,-0.664550781,0.720458984,0.062744141,14.41503817,14.57465649,-0.259083969,20.50075759,211.2785956,14.41503817,14.57465649,-0.259083969,,,,,,,,,
1651,-0.553710938,0.619140625,-0.578613281,14.44557252,14.54412214,-0.297251908,20.50108321,211.2598939,14.44557252,14.54412214,-0.297251908,,,,,,,,,
1122,0.470703125,-0.425048828,0.799316406,-14.13458015,-14.83755725,-0.686564885,20.50392237,-211.4329597,14.13458015,14.83755725,0.686564885,,,,,,,,,
1635,-0.635742188,0.698486328,-0.292236328,14.55244275,14.4448855,-0.251450382,20.50589023,211.2858189,14.55244275,14.4448855,-0.251450382,,,,,,,,,
1300,-0.450195313,0.508300781,-0.760986328,-14.07351145,-14.90625954,-0.724732824,20.51305769,-211.5201259,14.07351145,14.90625954,0.724732824,,,,,,,,,
1602,-0.619140625,0.662353516,0.327636719,14.51427481,14.49832061,0.023358779,20.51501936,211.4667682,14.51427481,14.49832061,0.023358779,,,,,,,,,
1600,-0.616455078,0.666015625,0.356689453,14.51427481,14.5059542,-0.167480916,20.52108502,211.4873253,14.51427481,14.5059542,-0.167480916,,,,,,,,,
1345,-0.665771484,0.701660156,0.026611328,-14.07351145,-14.92152672,-0.633129771,20.52112418,-211.616731,14.07351145,14.92152672,0.633129771,,,,,,,,,
1667,-0.413330078,0.474365234,-0.812988281,14.54480916,14.47541985,-0.404122137,20.52443831,211.4306561,14.54480916,14.47541985,-0.404122137,,,,,,,,,
1782,0.754882813,-0.689208984,-0.154541016,14.47610687,14.55938931,0.244732824,20.53273926,211.6945597,14.47610687,14.55938931,0.244732824,,,,,,,,,
1235,0.357666016,-0.285400391,-0.946289063,-14.09641221,-14.92152672,-0.526259542,20.53381957,-211.7589296,14.09641221,14.92152672,0.526259542,,,,,,,,,
1597,-0.59765625,0.641601563,0.434082031,14.57534351,14.46778626,-0.175114504,20.53748141,211.6342573,14.57534351,14.46778626,-0.175114504,,,,,,,,,
1251,0.153808594,-0.075439453,-1.044433594,-13.95900763,-15.0589313,-0.488091603,20.53931692,-211.8029294,13.95900763,15.0589313,0.488091603,,,,,,,,,
1137,0.609130859,-0.569580078,0.60546875,-14.26435115,-14.77648855,-0.228549618,20.53943919,-211.8104697,14.26435115,14.77648855,0.228549618,,,,,,,,,
1633,-0.639892578,0.703857422,-0.245361328,14.5829771,14.46778626,-0.281984733,20.54408858,211.6680274,14.5829771,14.46778626,-0.281984733,,,,,,,,,
1691,-0.132568359,0.188964844,-1.024169922,14.73564885,14.3151145,-0.350687023,20.54713683,211.5978835,14.73564885,14.3151145,-0.350687023,,,,,,,,,
1659,-0.479980469,0.552734375,-0.685791016,14.47610687,14.58229008,0.030992366,20.54755009,211.8248645,14.47610687,14.58229008,0.030992366,,,,,,,,,
1673,-0.349121094,0.415039063,-0.874755859,14.50664122,14.55175573,-0.175114504,20.54816048,211.7740364,14.50664122,14.55175573,-0.175114504,,,,,,,,,
1114,0.384033203,-0.386474609,0.880859375,-14.27198473,-14.79938931,-0.243816794,20.56139389,-212.0387973,14.27198473,14.79938931,0.243816794,,,,,,,,,
1312,-0.544433594,0.622070313,-0.561767578,-14.24145038,-14.82229008,-0.541526718,20.56240364,-212.0500846,14.24145038,14.82229008,0.541526718,,,,,,,,,
1304,-0.480957031,0.543945313,-0.660888672,-14.22618321,-14.83755725,-0.648396947,20.56593816,-212.0762287,14.22618321,14.83755725,0.648396947,,,,,,,,,
1591,-0.563720703,0.607666016,0.51171875,14.39977099,14.67389313,-0.556793893,20.56663715,211.8550515,14.39977099,14.67389313,-0.556793893,,,,,,,,,
1680,-0.258789063,0.331542969,-0.923095703,14.59061069,14.49068702,-0.358320611,20.56682582,211.8788316,14.59061069,14.49068702,-0.358320611,,,,,,,,,
1311,-0.540283203,0.608886719,-0.5859375,-14.14221374,-14.90625954,-0.907938931,20.56752625,-212.0431007,14.14221374,14.90625954,0.907938931,,,,,,,,,
1694,-0.085693359,0.151611328,-1.024169922,14.29290076,14.79603053,-0.343053435,20.57491719,212.0499691,14.29290076,14.79603053,-0.343053435,,,,,,,,,
1098,0.196533203,-0.176757813,1.125976563,-14.0429771,-15.04366412,0.092061069,20.57973545,-212.1741752,14.0429771,15.04366412,-0.092061069,,,,,,,,,
1299,-0.434326172,0.505371094,-0.756103516,-14.07351145,-15.00549618,-0.846870229,20.58994486,-212.2853261,14.07351145,15.00549618,0.846870229,,,,,,,,,
1861,0.238525391,-0.194335938,0.963378906,14.3921374,14.72732824,0.252366412,20.5934821,212.3550777,14.3921374,14.72732824,0.252366412,,,,,,,,,
1333,-0.626464844,0.715332031,-0.171875,-14.40175573,-14.72305344,-0.419389313,20.59987276,-212.4233827,14.40175573,14.72305344,0.419389313,,,,,,,,,
1732,0.388427734,-0.322998047,-0.930419922,14.45320611,14.68152672,-0.106412214,20.60227456,212.3777722,14.45320611,14.68152672,-0.106412214,,,,,,,,,
1717,0.21484375,-0.146484375,-1.017089844,14.36923664,14.76549618,-0.136946565,20.60372766,212.4032818,14.36923664,14.76549618,-0.136946565,,,,,,,,,
1688,-0.177246094,0.240722656,-0.998291016,14.56007634,14.57465649,-0.526259542,20.60809025,212.2575554,14.56007634,14.57465649,-0.526259542,,,,,,,,,
1576,-0.420166016,0.469970703,0.704589844,14.65931298,14.5059542,-0.289618321,20.6252768,212.4940306,14.65931298,14.5059542,-0.289618321,,,,,,,,,
1609,-0.634521484,0.69921875,0.176513672,14.7051145,14.46778626,-0.01480916,20.62904387,212.5865648,14.7051145,14.46778626,-0.01480916,,,,,,,,,
1326,-0.627929688,0.685791016,-0.353271484,-14.24145038,-14.91389313,-0.617862595,20.63067792,-212.7494587,14.24145038,14.91389313,0.617862595,,,,,,,,,
1193,0.71484375,-0.635986328,-0.412597656,-14.56206107,-14.60854962,-0.53389313,20.63367118,-212.7278213,14.56206107,14.60854962,0.53389313,,,,,,,,,
1653,-0.535400391,0.591796875,-0.616210938,14.62114504,14.55938931,-0.182748092,20.63460919,212.6428535,14.62114504,14.55938931,-0.182748092,,,,,,,,,
1610,-0.649414063,0.707275391,0.166992188,14.40740458,14.78076336,-0.243816794,20.64227988,212.7680373,14.40740458,14.78076336,-0.243816794,,,,,,,,,
1360,-0.629150391,0.697998047,0.2890625,-14.21091603,-14.96732824,-0.404122137,20.64302216,-212.8911637,14.21091603,14.96732824,0.404122137,,,,,,,,,
1652,-0.549072266,0.602294922,-0.589111328,14.72801527,14.47541985,-0.037709924,20.65075387,212.8018909,14.72801527,14.47541985,-0.037709924,,,,,,,,,
1378,-0.510742188,0.552490234,0.608154297,-14.30251908,-14.89099237,-0.39648855,20.65092998,-212.9696312,14.30251908,14.89099237,0.39648855,,,,,,,,,
1364,-0.594238281,0.651367188,0.376464844,-14.40175573,-14.79938931,-0.541526718,20.65734115,-213.0173901,14.40175573,14.79938931,0.541526718,,,,,,,,,
1713,0.164306641,-0.086181641,-1.020507813,14.72038168,14.49068702,-0.243816794,20.65742225,212.8223774,14.72038168,14.49068702,-0.243816794,,,,,,,,,
1655,-0.521728516,0.581787109,-0.638671875,14.61351145,14.60519084,-0.213282443,20.6618442,212.9251838,14.61351145,14.60519084,-0.213282443,,,,,,,,,
1329,-0.646728516,0.722900391,-0.269287109,-14.40938931,-14.78412214,-0.862137405,20.66262444,-213.0188078,14.40938931,14.78412214,0.862137405,,,,,,,,,
1603,-0.626220703,0.690429688,0.307861328,14.5219084,14.70442748,0.015725191,20.66654926,213.0602575,14.5219084,14.70442748,0.015725191,,,,,,,,,
1377,-0.52734375,0.583984375,0.589355469,-14.40938931,-14.8070229,-0.488091603,20.66680094,-213.1184465,14.40938931,14.8070229,0.488091603,,,,,,,,,
1891,-0.159912109,0.206054688,0.898925781,14.47610687,14.74259542,0.496641221,20.66756982,213.1122918,14.47610687,14.74259542,0.496641221,,,,,,,,,
1273,-0.139648438,0.225341797,-1.018310547,-14.37885496,-14.82992366,-1.01480916,20.68110112,-213.1735424,14.37885496,14.82992366,1.01480916,,,,,,,,,
1572,-0.402832031,0.441650391,0.769042969,14.80435115,14.46778626,-0.457557252,20.70495136,213.2066528,14.80435115,14.46778626,-0.457557252,,,,,,,,,
1578,-0.430175781,0.476806641,0.760498047,14.63641221,14.66625954,-0.136946565,20.72058121,213.5589435,14.63641221,14.66625954,-0.136946565,,,,,,,,,
1705,0.055419922,0.020263672,-1.079589844,14.59061069,14.71969466,-0.297251908,20.72784817,213.6024421,14.59061069,14.71969466,-0.297251908,,,,,,,,,
1359,-0.626953125,0.66796875,0.270263672,-14.37885496,-14.92916031,-0.449923664,20.73243181,-213.8073167,14.37885496,14.92916031,0.449923664,,,,,,,,,
1752,0.584228516,-0.522705078,-0.687988281,14.3921374,14.93343511,-0.114045802,20.74015694,213.8257193,14.3921374,14.93343511,-0.114045802,,,,,,,,,
1638,-0.629882813,0.689208984,-0.354980469,14.43030534,14.91053435,-0.243816794,20.75131788,213.9007726,14.43030534,14.91053435,-0.243816794,,,,,,,,,
1649,-0.573242188,0.623535156,-0.538574219,14.62114504,14.72732824,-0.266717557,20.75435419,213.8822044,14.62114504,14.72732824,-0.266717557,,,,,,,,,
1728,0.352539063,-0.285644531,-0.940673828,14.51427481,14.83419847,0.168396947,20.75442062,214.0053417,14.51427481,14.83419847,0.168396947,,,,,,,,,
1643,-0.596923828,0.663085938,-0.432373047,14.67458015,14.68152672,-0.281984733,20.75981803,213.9163976,14.67458015,14.68152672,-0.281984733,,,,,,,,,
1173,0.763183594,-0.686035156,-0.032714844,-14.6078626,-14.7459542,-0.579694656,20.76460596,-214.0890252,14.6078626,14.7459542,0.579694656,,,,,,,,,
1873,0.071289063,-0.034423828,0.983398438,14.54480916,14.84183206,0.244732824,20.78199573,214.2938657,14.54480916,14.84183206,0.244732824,,,,,,,,,
1698,-0.04296875,0.10546875,-1.030517578,14.48374046,14.90290076,-0.304885496,20.78384334,214.2115255,14.48374046,14.90290076,-0.304885496,,,,,,,,,
1566,-0.323974609,0.380859375,0.830078125,14.55244275,14.84183206,-0.251450382,20.78741918,214.2531612,14.55244275,14.84183206,-0.251450382,,,,,,,,,
1621,-0.669677734,0.712158203,-0.02734375,14.85015267,14.55175573,-0.190381679,20.7922311,214.2107551,14.85015267,14.55175573,-0.190381679,,,,,,,,,
1064,-0.245605469,0.298583984,0.908447266,-14.6078626,-14.79175573,0.473740458,20.79447323,-214.2298911,14.6078626,14.79175573,-0.473740458,,,,,,,,,
1781,0.750488281,-0.672363281,-0.211669922,14.68221374,14.72732824,0.214198473,20.79681414,214.4079161,14.68221374,14.72732824,0.214198473,,,,,,,,,
1629,-0.662353516,0.711914063,-0.201904297,14.86541985,14.53648855,-0.480458015,20.79714034,214.1495641,14.86541985,14.53648855,-0.480458015,,,,,,,,,
1192,0.722412109,-0.659912109,-0.356689453,-14.34832061,-15.06656489,-0.091145038,20.8058643,-214.5489832,14.34832061,15.06656489,0.091145038,,,,,,,,,
1648,-0.573730469,0.628662109,-0.501953125,14.8348855,14.61282443,-0.373587786,20.82661838,214.523794,14.8348855,14.61282443,-0.373587786,,,,,,,,,
1727,0.338134766,-0.262207031,-0.96484375,14.50664122,14.94870229,-0.098778626,20.83065282,214.7559815,14.50664122,14.94870229,-0.098778626,,,,,,,,,
1094,0.143798828,-0.114013672,0.982910156,-14.4170229,-15.05129771,-0.129312977,20.84247667,-214.930084,14.4170229,15.05129771,0.129312977,,,,,,,,,
1158,0.728027344,-0.713623047,0.283447266,-14.32541985,-15.13526718,-0.373587786,20.84306921,-214.9539497,14.32541985,15.13526718,0.373587786,,,,,,,,,
1676,-0.30859375,0.361572266,-0.923095703,14.78145038,14.71206107,-0.030076336,20.85514135,214.9518431,14.78145038,14.71206107,-0.030076336,,,,,,,,,
1324,-0.605957031,0.675048828,-0.356689453,-14.55442748,-14.92916031,-0.488091603,20.85544102,-215.0615448,14.55442748,14.92916031,0.488091603,,,,,,,,,
1615,-0.65625,0.731201172,0.071289063,14.80435115,14.68916031,-0.198015267,20.85616104,214.9111665,14.80435115,14.68916031,-0.198015267,,,,,,,,,
1687,-0.172363281,0.254150391,-1.002197266,14.85778626,14.63572519,-0.167480916,20.85632552,214.8970572,14.85778626,14.63572519,-0.167480916,,,,,,,,,
1738,0.475097656,-0.409179688,-0.827636719,14.43030534,15.06320611,-0.022442748,20.85987522,215.0844064,14.43030534,15.06320611,-0.022442748,,,,,,,,,
1897,-0.234863281,0.297851563,0.917480469,14.33870229,15.14717557,0.786717557,20.87233182,215.2163335,14.33870229,15.14717557,0.786717557,,,,,,,,,
1611,-0.642089844,0.706298828,0.163330078,14.65931298,14.85709924,-0.220916031,20.87289291,215.1321298,14.65931298,14.85709924,-0.220916031,,,,,,,,,
1711,0.127441406,-0.056152344,-1.052001953,14.62114504,14.89526718,-0.549160305,20.87937843,215.0835877,14.62114504,14.89526718,-0.549160305,,,,,,,,,
1876,0.040283203,-0.00390625,0.989746094,14.27,15.24641221,0.221832061,20.8838501,215.3621799,14.27,15.24641221,0.221832061,,,,,,,,,
